time,open,high,low,close,Volume
2020-12-20 08:00:00+00:00,0.166335,0.168406,0.162,0.166295,
2020-12-20 16:00:00+00:00,0.166418,0.169099,0.1572,0.162371,
2020-12-21 00:00:00+00:00,0.162057,0.16604,0.160407,0.162934,
2020-12-21 08:00:00+00:00,0.162959,0.163136,0.146452,0.153,
2020-12-21 16:00:00+00:00,0.153029,0.154925,0.151,0.1528,
2020-12-22 00:00:00+00:00,0.152774,0.160343,0.150593,0.152706,
2020-12-22 08:00:00+00:00,0.152542,0.1745,0.149,0.159001,
2020-12-22 16:00:00+00:00,0.159792,0.160353,0.1539,0.156969,
2020-12-23 00:00:00+00:00,0.156796,0.158003,0.149595,0.152011,
2020-12-23 08:00:00+00:00,0.151705,0.152557,0.14079,0.1445,
2020-12-23 16:00:00+00:00,0.144331,0.148327,0.125675,0.13663,
2020-12-24 00:00:00+00:00,0.136514,0.139998,0.13152,0.138251,
2020-12-24 08:00:00+00:00,0.138687,0.150317,0.136762,0.149607,
2020-12-24 16:00:00+00:00,0.149832,0.154575,0.147019,0.153249,
2020-12-25 00:00:00+00:00,0.153262,0.155514,0.150278,0.151957,
2020-12-25 08:00:00+00:00,0.152242,0.166999,0.152242,0.157344,
2020-12-25 16:00:00+00:00,0.157586,0.161109,0.15416,0.15746,
2020-12-26 00:00:00+00:00,0.156979,0.157372,0.150002,0.15094,
2020-12-26 08:00:00+00:00,0.15094,0.156842,0.149002,0.154433,
2020-12-26 16:00:00+00:00,0.154485,0.162567,0.153839,0.158137,
2020-12-27 00:00:00+00:00,0.158138,0.163091,0.157778,0.158871,
2020-12-27 08:00:00+00:00,0.159039,0.16566,0.14904,0.163879,
2020-12-27 16:00:00+00:00,0.16388,0.16594,0.152359,0.15406,
2020-12-28 00:00:00+00:00,0.154378,0.165769,0.152594,0.163865,
2020-12-28 08:00:00+00:00,0.163785,0.168515,0.161008,0.164461,
2020-12-28 16:00:00+00:00,0.16435,0.18,0.163511,0.17605,
2020-12-29 00:00:00+00:00,0.17605,0.19209,0.173145,0.182344,
2020-12-29 08:00:00+00:00,0.182477,0.196849,0.181766,0.18586,
2020-12-29 16:00:00+00:00,0.185792,0.194409,0.178035,0.190482,
2020-12-30 00:00:00+00:00,0.1909,0.193312,0.179,0.180819,
2020-12-30 08:00:00+00:00,0.181556,0.183427,0.175347,0.181979,
2020-12-30 16:00:00+00:00,0.181224,0.18639,0.178033,0.183967,
2020-12-31 00:00:00+00:00,0.184008,0.184008,0.176727,0.183495,
2020-12-31 08:00:00+00:00,0.183665,0.186319,0.1755,0.178303,
2020-12-31 16:00:00+00:00,0.178115,0.1825,0.177534,0.181689,
2021-01-01 00:00:00+00:00,0.181702,0.18497,0.178336,0.179969,
2021-01-01 08:00:00+00:00,0.180138,0.183827,0.177211,0.180799,
2021-01-01 16:00:00+00:00,0.180861,0.181387,0.15,0.17555,
2021-01-02 00:00:00+00:00,0.175445,0.177789,0.17076,0.173,
2021-01-02 08:00:00+00:00,0.173319,0.182999,0.168805,0.179299,
2021-01-02 16:00:00+00:00,0.1793,0.18474,0.1715,0.177523,
2021-01-03 00:00:00+00:00,0.177498,0.178918,0.173789,0.174569,
2021-01-03 08:00:00+00:00,0.1745,0.203686,0.173146,0.196315,
2021-01-03 16:00:00+00:00,0.19669,0.21,0.190716,0.206796,
2021-01-04 00:00:00+00:00,0.206551,0.242435,0.206551,0.215832,
2021-01-04 08:00:00+00:00,0.217369,0.22395,0.19,0.216207,
2021-01-04 16:00:00+00:00,0.21645,0.22629,0.203491,0.2261,
2021-01-05 00:00:00+00:00,0.22575,0.230865,0.205755,0.218852,
2021-01-05 08:00:00+00:00,0.219099,0.246647,0.219099,0.246647,
2021-01-05 16:00:00+00:00,0.246173,0.265041,0.241112,0.259869,
2021-01-06 00:00:00+00:00,0.26,0.281405,0.254383,0.279946,
2021-01-06 08:00:00+00:00,0.28062,0.343838,0.2707,0.309904,
2021-01-06 16:00:00+00:00,0.31,0.347344,0.29,0.334207,
2021-01-07 00:00:00+00:00,0.334724,0.356369,0.25,0.328948,
2021-01-07 08:00:00+00:00,0.330999,0.334206,0.307377,0.319409,
2021-01-07 16:00:00+00:00,0.319241,0.332757,0.28,0.299293,
2021-01-08 00:00:00+00:00,0.299905,0.314125,0.26065,0.314125,
2021-01-08 08:00:00+00:00,0.314237,0.321206,0.29099,0.299533,
2021-01-08 16:00:00+00:00,0.299533,0.307824,0.278273,0.304143,
2021-01-09 00:00:00+00:00,0.304499,0.315,0.29655,0.303453,
