time,open,high,low,close,Volume
2024-07-11T02:00:00+02:00,3100.77,3131.73,3058.03,3079.44,3347.0723
2024-07-11T06:00:00+02:00,3078.29,3125.91,3076.11,3120.64,2314.8055
2024-07-11T10:00:00+02:00,3122.21,3157.88,3117.7,3149.47,5539.1415
2024-07-11T14:00:00+02:00,3145.74,3213.41,3109.18,3119.11,12534.7886
2024-07-11T18:00:00+02:00,3121.27,3149.26,3103.1,3108.92,3388.3854
2024-07-11T22:00:00+02:00,3108.87,3120.39,3088.43,3101.65,2639.5742
2024-07-12T02:00:00+02:00,3102.99,3118,3057.32,3087.49,3056.6348
2024-07-12T06:00:00+02:00,3089.2,3100.12,3060.5,3073.4,3401.1981
2024-07-12T10:00:00+02:00,3072.54,3085.85,3049.5,3071.83,3383.7347
2024-07-12T14:00:00+02:00,3073.53,3140.73,3062.44,3133.05,4502.1672
2024-07-12T18:00:00+02:00,3131.47,3156.89,3115.35,3119.39,3365.646
2024-07-12T22:00:00+02:00,3121.25,3137.77,3092.43,3136.34,2474.8663
2024-07-13T02:00:00+02:00,3137.27,3141.39,3122.92,3124.45,2098.1878
2024-07-13T06:00:00+02:00,3124.46,3143.88,3117.72,3142.58,1422.8664
2024-07-13T10:00:00+02:00,3141.78,3172.52,3132.54,3159.29,3163.5828
2024-07-13T14:00:00+02:00,3158.74,3167.98,3145.8,3158.39,1925.8239
2024-07-13T18:00:00+02:00,3159.02,3166.88,3150.89,3166.06,1097.6618
2024-07-13T22:00:00+02:00,3164.95,3208,3148.37,3178.32,3910.0316
2024-07-14T02:00:00+02:00,3180,3197.54,3167.87,3176.15,2746.9402
2024-07-14T06:00:00+02:00,3175.15,3208.9,3174.91,3199.04,3635.9325
2024-07-14T10:00:00+02:00,3201.25,3227.42,3200.64,3205.74,2568.0436
2024-07-14T14:00:00+02:00,3206.62,3207.06,3179.91,3193.35,2297.1042
2024-07-14T18:00:00+02:00,3192.56,3201.23,3187.65,3194.65,1635.0835
2024-07-14T22:00:00+02:00,3193.69,3269.41,3193.69,3247.35,5793.9091
2024-07-15T02:00:00+02:00,3246.74,3343.77,3237.66,3333.6,5829.4491
2024-07-15T06:00:00+02:00,3334.55,3372.77,3324.29,3358.53,4255.8036
2024-07-15T10:00:00+02:00,3359.52,3376.54,3332.05,3342.81,2793.6952
2024-07-15T14:00:00+02:00,3343.83,3393.09,3337.45,3370.31,4910.8784
2024-07-15T18:00:00+02:00,3371.58,3432.3,3362.93,3411.02,8237.8937
2024-07-15T22:00:00+02:00,3411.46,3498.73,3410.83,3486.52,8468.7777
2024-07-16T02:00:00+02:00,3488.74,3500.04,3458.77,3472.67,4174.8323
