time,open,high,low,close,Volume
2024-07-11T02:00:00+02:00,20.576,20.948,20.194,20.436,48198.03
2024-07-11T06:00:00+02:00,20.453,20.706,20.339,20.697,24543.3
2024-07-11T10:00:00+02:00,20.693,20.857,20.602,20.803,10439.75
2024-07-11T14:00:00+02:00,20.808,21.267,20.05,20.147,119155.7
2024-07-11T18:00:00+02:00,20.124,20.538,19.909,20.051,60297.51
2024-07-11T22:00:00+02:00,20.057,20.07,19.545,19.581,70508.82
2024-07-12T02:00:00+02:00,19.602,19.817,19.365,19.607,32480.08
2024-07-12T06:00:00+02:00,19.598,19.793,19.491,19.629,39747.42
2024-07-12T10:00:00+02:00,19.615,19.654,19.09,19.263,30985.68
2024-07-12T14:00:00+02:00,19.262,19.993,19.234,19.91,48731.23
2024-07-12T18:00:00+02:00,19.91,20.09,19.689,19.704,43955.85
2024-07-12T22:00:00+02:00,19.706,19.81,19.53,19.787,37260.03
2024-07-13T02:00:00+02:00,19.788,20.025,19.687,19.908,37267.4
2024-07-13T06:00:00+02:00,19.88,20.411,19.862,20.348,33358.37
2024-07-13T10:00:00+02:00,20.367,20.398,20.15,20.3,21880.29
2024-07-13T14:00:00+02:00,20.301,20.675,19.992,20.246,36830.77
2024-07-13T18:00:00+02:00,20.252,20.484,19.948,20.135,27089.29
2024-07-13T22:00:00+02:00,20.116,20.682,19.903,20.286,33176.48
2024-07-14T02:00:00+02:00,20.296,20.741,20.251,20.413,25714.66
2024-07-14T06:00:00+02:00,20.409,20.821,20.403,20.553,29228.83
2024-07-14T10:00:00+02:00,20.561,20.961,20.546,20.6,38323.28
2024-07-14T14:00:00+02:00,20.6,20.817,20.298,20.765,25979.92
2024-07-14T18:00:00+02:00,20.777,20.839,20.527,20.6,37095.75
2024-07-14T22:00:00+02:00,20.589,21.77,20.576,21.688,81513.76
2024-07-15T02:00:00+02:00,21.7,22.137,21.597,22.061,66256.16
2024-07-15T06:00:00+02:00,22.064,22.298,21.834,22.275,31051.53
2024-07-15T10:00:00+02:00,22.267,22.347,21.766,21.992,23259.27
2024-07-15T14:00:00+02:00,22.003,22.187,21.804,21.998,69594.45
2024-07-15T18:00:00+02:00,21.991,22.743,21.881,22.5,108716.36
2024-07-15T22:00:00+02:00,22.533,23.217,22.433,23.068,150357.79
2024-07-16T02:00:00+02:00,23.066,23.984,22.892,23.904,134667.86
2024-07-16T06:00:00+02:00,23.884,24.286,22.897,23,128092.44
2024-07-16T10:00:00+02:00,22.998,23.489,22.61,23.306,69791
2024-07-16T14:00:00+02:00,23.305,23.852,23.027,23.77,67489.29
2024-07-16T18:00:00+02:00,23.761,24.525,23.596,24.483,75406.01
2024-07-16T22:00:00+02:00,24.482,24.967,24.255,24.933,95624.97
2024-07-17T02:00:00+02:00,24.948,26.176,24.886,25.832,139227.07
2024-07-17T06:00:00+02:00,25.827,26.227,25.139,25.679,76485.95
2024-07-17T10:00:00+02:00,25.698,26.25,25.376,25.576,42292.48
2024-07-17T14:00:00+02:00,25.569,26.396,25.46,25.832,92555.17
2024-07-17T18:00:00+02:00,25.811,26.798,25.261,26.59,95197.26
2024-07-17T22:00:00+02:00,26.577,26.726,25.624,25.685,54396.3
2024-07-18T02:00:00+02:00,25.681,26.071,25.545,26.024,46859.9
2024-07-18T06:00:00+02:00,26.034,26.296,25.64,25.901,32104.7
2024-07-18T10:00:00+02:00,25.908,26.275,25.64,26.03,28618.08
2024-07-18T14:00:00+02:00,26.031,26.624,25.074,25.291,56820.6
2024-07-18T18:00:00+02:00,25.301,25.97,25.009,25.658,42757.28
2024-07-18T22:00:00+02:00,25.629,27.13,25.573,27.005,90152.87
2024-07-19T02:00:00+02:00,26.984,26.998,25.673,26.686,105144.82
2024-07-19T06:00:00+02:00,26.688,26.801,25.859,26.176,43956.4
2024-07-19T10:00:00+02:00,26.16,26.343,25.628,25.98,43795.01
2024-07-19T14:00:00+02:00,25.994,26.979,25.685,26.557,62296.05
2024-07-19T18:00:00+02:00,26.61,27.422,26.58,26.782,76465.61
2024-07-19T22:00:00+02:00,26.795,26.814,26.3,26.451,42844.03
2024-07-20T02:00:00+02:00,26.442,26.798,26.252,26.72,36284.26
2024-07-20T06:00:00+02:00,26.701,28.138,26.655,27.38,45570.39
2024-07-20T10:00:00+02:00,27.389,27.401,26.468,26.471,21967.36
2024-07-20T14:00:00+02:00,26.477,27.449,26.37,27.243,27893.08
2024-07-20T18:00:00+02:00,27.242,27.572,26.847,27.456,37492.18
2024-07-20T22:00:00+02:00,27.442,27.967,27.006,27.638,112737.68
2024-07-21T02:00:00+02:00,27.65,27.787,27.162,27.173,25112.64
2024-07-21T06:00:00+02:00,27.168,27.6,27.044,27.066,24514.28
2024-07-21T10:00:00+02:00,27.073,27.405,27.003,27.37,20131.13
2024-07-21T14:00:00+02:00,27.357,27.903,26.749,27.455,65462.03
2024-07-21T18:00:00+02:00,27.427,27.696,26.2,27.491,121479.29
2024-07-21T22:00:00+02:00,27.497,28.154,27.357,27.452,124376.03
2024-07-22T02:00:00+02:00,27.462,27.532,26.794,26.947,52476.99
2024-07-22T06:00:00+02:00,26.934,27.023,26.353,26.851,34115.33
2024-07-22T10:00:00+02:00,26.866,27.315,26.619,26.789,36336.29
2024-07-22T14:00:00+02:00,26.778,27.146,25.8,26.12,94112.98
2024-07-22T18:00:00+02:00,26.122,26.59,26.016,26.539,63459.2
2024-07-22T22:00:00+02:00,26.545,26.599,25.687,25.828,63895.01
2024-07-23T02:00:00+02:00,25.812,26.172,25.774,25.839,20985.44
2024-07-23T06:00:00+02:00,25.792,25.939,25.038,25.232,36361.8
2024-07-23T10:00:00+02:00,25.234,25.799,24.909,24.948,37767.41
2024-07-23T14:00:00+02:00,24.945,25.078,24.134,24.55,96696.73
2024-07-23T18:00:00+02:00,24.56,24.594,23.6,24.153,98051.72
2024-07-23T22:00:00+02:00,24.153,24.354,23.97,24.104,45979.3
2024-07-24T02:00:00+02:00,24.101,24.415,23.863,24.371,34394.6
2024-07-24T06:00:00+02:00,24.377,25.302,24.325,25.301,36743.42
2024-07-24T10:00:00+02:00,25.27,25.491,25.15,25.273,33143.68
2024-07-24T14:00:00+02:00,25.277,25.876,25.042,25.182,58454.51
2024-07-24T18:00:00+02:00,25.138,25.216,24.213,24.299,46204.42
2024-07-24T22:00:00+02:00,24.299,24.581,23.702,23.921,56390.88
2024-07-25T02:00:00+02:00,23.955,24.104,22.855,23.352,75414.45
2024-07-25T06:00:00+02:00,23.338,24.127,23.178,23.797,50898.1
2024-07-25T10:00:00+02:00,23.802,24.082,23.485,23.625,53146.14
2024-07-25T14:00:00+02:00,23.649,24.57,23.193,24.185,126950.19
2024-07-25T18:00:00+02:00,24.163,24.671,23.371,23.5,79828.1
2024-07-25T22:00:00+02:00,23.5,24.334,23.09,23.819,82089.95
2024-07-26T02:00:00+02:00,23.823,24.901,23.777,24.454,49433.34
2024-07-26T06:00:00+02:00,24.437,25.2,24.437,25.045,32703.96
2024-07-26T10:00:00+02:00,25.047,25.976,25.041,25.816,59464.88
2024-07-26T14:00:00+02:00,25.832,26.333,25.387,25.44,57038.47
2024-07-26T18:00:00+02:00,25.436,25.726,25.261,25.56,32622.81
2024-07-26T22:00:00+02:00,25.551,25.98,25.314,25.785,28613.92
2024-07-27T02:00:00+02:00,25.788,25.793,25.415,25.462,31102.81
2024-07-27T06:00:00+02:00,25.461,25.717,25.381,25.594,12945.5
2024-07-27T10:00:00+02:00,25.599,25.717,25.365,25.706,18663.98
2024-07-27T14:00:00+02:00,25.742,26.137,24.69,24.854,85812.54
2024-07-27T18:00:00+02:00,24.875,24.975,24.4,24.719,58442.82
2024-07-27T22:00:00+02:00,24.726,25.822,24.4,25.318,104549.25
2024-07-28T02:00:00+02:00,25.283,25.459,24.887,25.027,29380.83
2024-07-28T06:00:00+02:00,25.024,25.067,24.4,24.548,22503.95
2024-07-28T10:00:00+02:00,24.524,25.128,24.413,24.93,41671.18
2024-07-28T14:00:00+02:00,24.931,25.11,24.498,24.545,73371.47
2024-07-28T18:00:00+02:00,24.544,24.801,24.499,24.546,23156.51
2024-07-28T22:00:00+02:00,24.569,24.575,23.992,24.241,45267.75
2024-07-29T02:00:00+02:00,24.245,25.743,24.188,25.494,79962.44
2024-07-29T06:00:00+02:00,25.494,26.095,25.23,26.068,28290.74
2024-07-29T10:00:00+02:00,26.059,26.081,25.421,25.438,27472.59
2024-07-29T14:00:00+02:00,25.46,25.638,24.535,24.775,61459.95
2024-07-29T18:00:00+02:00,24.769,25.154,24.342,24.846,48747.89
2024-07-29T22:00:00+02:00,24.846,24.87,24.129,24.129,59945.93
2024-07-30T02:00:00+02:00,24.134,24.494,23.833,24.215,29018.2
2024-07-30T06:00:00+02:00,24.204,24.793,24.199,24.684,28608.35
2024-07-30T10:00:00+02:00,24.683,24.809,24.279,24.342,16489.26
2024-07-30T14:00:00+02:00,24.326,24.503,23.739,24.117,48224.58
2024-07-30T18:00:00+02:00,24.113,24.135,23.125,23.319,77866.44
2024-07-30T22:00:00+02:00,23.305,23.354,22.848,23.157,44163.15
2024-07-31T02:00:00+02:00,23.159,23.463,22.97,23.213,38147.63
2024-07-31T06:00:00+02:00,23.216,23.562,22.852,23.262,38500.36
2024-07-31T10:00:00+02:00,23.258,23.315,22.939,23.154,25676.43
2024-07-31T14:00:00+02:00,23.152,23.484,22.915,22.997,79820.81
2024-07-31T18:00:00+02:00,23,23.2,22.261,22.472,100844.06
2024-07-31T22:00:00+02:00,22.424,22.533,21.913,21.968,80009
2024-08-01T02:00:00+02:00,21.952,22.328,21.948,22.043,58699.7
2024-08-01T06:00:00+02:00,22.084,22.124,21.425,21.499,81230.46
2024-08-01T10:00:00+02:00,21.497,21.779,21.218,21.461,50700.31
2024-08-01T14:00:00+02:00,21.459,21.783,20.644,20.776,81693.13
2024-08-01T18:00:00+02:00,20.779,20.816,20.059,20.715,113530.02
2024-08-01T22:00:00+02:00,20.724,21.811,20.47,21.652,97915.39
2024-08-02T02:00:00+02:00,21.652,21.791,21.106,21.481,45960.04
2024-08-02T06:00:00+02:00,21.415,21.585,20.636,20.979,25823.17
2024-08-02T10:00:00+02:00,20.971,21.52,20.772,21.322,19191.37
2024-08-02T14:00:00+02:00,21.352,21.703,19.861,20.635,200523.16
2024-08-02T18:00:00+02:00,20.629,20.67,19.512,19.745,118726.11
2024-08-02T22:00:00+02:00,19.738,20.045,19.397,19.726,108116.61
2024-08-03T02:00:00+02:00,19.723,19.874,19.098,19.642,42529.83
2024-08-03T06:00:00+02:00,19.649,19.966,19.576,19.682,21119
2024-08-03T10:00:00+02:00,19.675,19.859,19.545,19.778,11061.27
2024-08-03T14:00:00+02:00,19.786,20.017,18.876,18.923,93974.35
2024-08-03T18:00:00+02:00,18.919,18.999,17.972,18.001,105047.08
2024-08-03T22:00:00+02:00,18.016,18.561,17.864,18.478,98245.83
2024-08-04T02:00:00+02:00,18.483,18.716,18.256,18.376,49663.71
2024-08-04T06:00:00+02:00,18.373,18.46,18.033,18.059,25490.38
2024-08-04T10:00:00+02:00,18.06,18.477,17.954,18.405,26684.82
2024-08-04T14:00:00+02:00,18.396,18.606,17.466,17.503,150746.17
2024-08-04T18:00:00+02:00,17.5,18.378,16.749,18.253,194039.45
2024-08-04T22:00:00+02:00,18.238,18.455,17.586,17.63,106688.9
2024-08-05T02:00:00+02:00,17.62,17.926,14.84,15.569,389565.15
2024-08-05T06:00:00+02:00,15.557,15.868,13.554,15.228,267122.08
2024-08-05T10:00:00+02:00,15.21,15.255,13.646,14.23,221899.33
2024-08-05T14:00:00+02:00,14.228,15.684,13.505,15.534,485977
2024-08-05T18:00:00+02:00,15.522,16.148,15.239,15.403,235320.2
2024-08-05T22:00:00+02:00,15.406,15.715,15.254,15.327,105658.7
2024-08-06T02:00:00+02:00,15.32,16.815,15.312,16.349,144147.03
2024-08-06T06:00:00+02:00,16.349,16.98,16.226,16.659,86442.69
2024-08-06T10:00:00+02:00,16.625,16.668,15.887,15.929,50429.83
2024-08-06T14:00:00+02:00,15.915,16.85,15.616,16.418,140881.49
2024-08-06T18:00:00+02:00,16.416,16.659,16.069,16.182,117105.21
2024-08-06T22:00:00+02:00,16.206,16.5,15.93,16.046,80824.94
2024-08-07T02:00:00+02:00,16.048,16.613,15.769,16.284,64222.94
2024-08-07T06:00:00+02:00,16.255,16.664,16.15,16.258,29387.26
2024-08-07T10:00:00+02:00,16.277,16.689,15.92,16.046,60233.28
2024-08-07T14:00:00+02:00,16.053,16.396,15.342,15.429,105014.02
2024-08-07T18:00:00+02:00,15.439,15.496,14.8,14.933,133839.56
2024-08-07T22:00:00+02:00,14.94,15.121,14.609,14.947,109623.56
2024-08-08T02:00:00+02:00,14.947,16.015,14.641,15.714,174900.62
2024-08-08T06:00:00+02:00,15.744,15.871,15.609,15.61,69297.96
2024-08-08T10:00:00+02:00,15.602,15.87,15.548,15.697,26858.21
2024-08-08T14:00:00+02:00,15.694,16.204,15.481,16.155,115694.34
2024-08-08T18:00:00+02:00,16.153,16.4,15.955,16.011,70423.94
