time,AAVE4HR,ADA4HR,ATOM4HR,AVAX4HR,BCN4HR,BTC4HR,DOGE4HR,ETH4HR,FIL4HR,INJ4HR,LINK4HR,MATIC4HR,SOL4HR,UNI4HR,XRP4HR
2024-08-23 08:00:00+00:00,133.604731,0.38,4.8133261,26.08,578.2,60746.22,0.1064,2653.83,4.059,20.5,11.5195348,0.527,143.54,6.8404061,0.5972
2024-08-23 12:00:00+00:00,135.75034,0.383,4.925644,26.12,581.2,61576.96,0.1096,2672.64,4.161,21.211,11.6849345,0.526,144.48,6.8890989,0.5992
2024-08-23 16:00:00+00:00,139.30488,0.39,5.0641011,26.71,588.1,63633.72,0.1127,2749.15,4.258,21.691,11.9686268,0.535,149.87,6.9839739,0.6074
2024-08-23 20:00:00+00:00,143.333257,0.392,5.0958562,26.5,592.2,64032.1,0.1127,2764.74,4.225,22.184,12.0705064,0.539,153.39,7.0048382,0.6109
2024-08-24 00:00:00+00:00,139.049708,0.391,5.0958995,26.27,579.2,63821.53,0.1125,2749.02,4.2,21.831,11.9751448,0.54,153.34,6.9842328,0.6081
2024-08-24 04:00:00+00:00,137.746407,0.389,5.1289253,26.65,579.5,64304.16,0.1125,2761.57,4.237,21.849,11.9723513,0.532,154.77,6.9939613,0.6086
2024-08-24 08:00:00+00:00,137.654316,0.393,5.1940197,27.54,578.8,63897.4,0.112,2759.7,4.316,22.071,12.080974,0.537,157.47,6.9817192,0.6102
2024-08-24 12:00:00+00:00,137.396706,0.395,5.3012062,27.78,579.1,63958.73,0.112,2763.26,4.25,22.481,12.2414959,0.544,159.57,7.0101221,0.6198
2024-08-24 16:00:00+00:00,139.065716,0.399,5.4048984,27.48,589.9,64178.54,0.1144,2794.96,4.284,22.515,12.4349427,0.575,160.72,7.0689597,0.6198
2024-08-24 20:00:00+00:00,137.093735,0.393,5.3470487,27.14,580.9,64096.98,0.112,2769.81,4.243,22.193,12.3565577,0.572,160.78,6.9157581,0.6127
2024-08-25 00:00:00+00:00,136.650746,0.387,5.2479477,26.94,580.2,64031.34,0.111,2766.39,4.181,21.826,12.15101,0.553,158.39,6.8068752,0.6077
2024-08-25 04:00:00+00:00,134.609602,0.38,5.0882071,26.3,571.8,63672.97,0.1087,2746.07,4.09,21.109,12.054782,0.534,156.25,6.7047506,0.599
2024-08-25 08:00:00+00:00,134.801077,0.382,5.0951931,26.63,574.4,63684.16,0.1093,2753.13,4.149,21.48,12.1068647,0.533,157.39,6.7023928,0.6012
2024-08-25 12:00:00+00:00,136.955596,0.388,5.1213892,27.04,575.8,64001.74,0.1103,2766.06,4.199,21.982,12.2066328,0.533,159.45,6.72244,0.6026
2024-08-25 16:00:00+00:00,138.110023,0.387,5.0553079,26.95,576.2,64069.82,0.1098,2768.63,4.18,22.063,12.1279871,0.529,159.24,6.6486175,0.6003
2024-08-25 20:00:00+00:00,135.524922,0.385,5.0698202,26.93,574.4,64085.77,0.1093,2749.07,4.159,22.427,12.1188083,0.525,159.1,6.6348064,0.6
2024-08-26 00:00:00+00:00,134.675247,0.384,5.0681225,26.86,570.4,64071.55,0.109,2745.48,4.123,22.068,12.1188436,0.523,160.23,6.6079516,0.5969
2024-08-26 04:00:00+00:00,132.997501,0.378,5.0188004,26.81,562.4,63630.34,0.1089,2735.15,4.08,21.745,12.3893316,0.518,159.23,6.5653982,0.5951
2024-08-26 08:00:00+00:00,132.084256,0.376,5.0360229,26.87,564.2,63886.76,0.1086,2739.85,4.068,21.749,12.3589176,0.52,160.49,6.6018028,0.5958
2024-08-26 12:00:00+00:00,132.131833,0.373,4.9826338,26.55,559.0,63596.97,0.1069,2724.68,4.019,21.322,12.1958063,0.514,157.74,6.4373037,0.5926
2024-08-26 16:00:00+00:00,129.071185,0.368,4.9230557,26.29,553.1,63362.26,0.1058,2679.95,3.923,20.756,12.0010223,0.507,158.01,6.3071518,0.5817
2024-08-26 20:00:00+00:00,128.774513,0.367,4.8927899,25.95,548.7,62903.27,0.1051,2682.46,3.928,20.663,11.8466561,0.503,157.22,6.3021241,0.5874
2024-08-27 00:00:00+00:00,128.688739,0.368,4.9110282,26.3,553.1,63031.44,0.1059,2686.58,4.014,20.97,11.88587,0.507,158.68,6.287386,0.593
2024-08-27 04:00:00+00:00,128.860221,0.369,4.9630554,26.56,555.9,62933.27,0.1057,2689.2,3.985,20.779,11.8415496,0.513,157.77,6.2117141,0.5913
2024-08-27 08:00:00+00:00,127.208409,0.364,4.8844361,25.76,551.1,62444.49,0.1043,2628.43,3.911,20.415,11.6398654,0.499,154.31,6.1011168,0.5874
2024-08-27 12:00:00+00:00,123.80019,0.362,4.9658534,25.33,552.1,61737.55,0.1036,2579.07,3.93,20.291,11.5195786,0.492,153.81,6.0269977,0.594
2024-08-27 16:00:00+00:00,123.02338,0.365,4.8248331,25.57,550.5,62166.05,0.1044,2585.25,3.939,20.682,11.6410313,0.493,155.05,6.0206896,0.5932
2024-08-27 20:00:00+00:00,120.083255,0.351,4.6032281,24.1,533.8,59506.86,0.0988,2458.85,3.72,18.986,11.1693787,0.467,146.92,5.7126785,0.5666
2024-08-28 00:00:00+00:00,122.539136,0.353,4.6134356,24.23,538.2,59721.75,0.0996,2480.77,3.714,19.098,11.2146518,0.464,148.3,5.7334596,0.568
2024-08-28 04:00:00+00:00,120.952878,0.347,4.5660089,23.63,533.2,58689.35,0.098,2439.0,3.658,18.534,10.9917334,0.445,144.08,5.6432738,0.5695
2024-08-28 08:00:00+00:00,127.731186,0.358,4.753089,24.68,544.0,60008.54,0.1008,2525.15,3.78,18.921,11.5166016,0.45,147.28,5.8289968,0.5807
2024-08-28 12:00:00+00:00,124.233415,0.351,4.5995595,23.88,534.0,59086.06,0.0998,2497.67,3.71,18.241,11.3192428,0.437,144.24,5.7364864,0.5688
2024-08-28 16:00:00+00:00,124.405199,0.353,4.5685677,23.8,534.3,58972.9,0.1002,2504.81,3.655,18.229,11.2569904,0.437,144.36,5.7521292,0.5724
2024-08-28 20:00:00+00:00,125.490579,0.35,4.610619,23.45,537.2,59082.32,0.0995,2529.59,3.645,17.96,11.1857462,0.437,143.99,5.775713,0.5693
2024-08-29 00:00:00+00:00,122.836618,0.355,4.6273802,23.48,540.8,59198.31,0.1,2525.35,3.696,18.123,11.2247712,0.441,143.44,5.7835117,0.571
2024-08-29 04:00:00+00:00,122.62315,0.359,4.6380886,23.84,541.8,59663.74,0.1008,2550.87,3.711,18.255,11.2422229,0.438,144.81,5.8484832,0.5744
2024-08-29 08:00:00+00:00,123.697986,0.361,4.6772688,23.61,544.2,60136.63,0.1012,2557.37,3.716,18.293,11.2625438,0.44,145.81,5.9449482,0.5745
2024-08-29 12:00:00+00:00,127.267071,0.365,4.7173837,24.35,542.0,60859.01,0.1016,2578.19,3.771,18.439,11.3457499,0.44,146.22,5.9713368,0.572
2024-08-29 16:00:00+00:00,124.522803,0.355,4.5697024,23.2,536.1,59331.99,0.0996,2529.69,3.643,17.528,10.969588,0.419,140.37,5.7965874,0.5626
2024-08-29 20:00:00+00:00,122.771182,0.355,4.5971706,22.93,536.4,59250.03,0.0996,2525.9,3.63,17.372,10.9039227,0.423,139.75,5.8318285,0.5603
