time,open,high,low,close,Volume
2024-07-11T02:00:00+02:00,6.0376176,6.1117002,6.0085828,6.0582544,8878.59
2024-07-11T06:00:00+02:00,6.0644292,6.1605044,6.0558106,6.1306078,3581.37
2024-07-11T10:00:00+02:00,6.1360269,6.142605,6.0911579,6.1064647,3626.3599999999997
2024-07-11T14:00:00+02:00,6.098769,6.16317,6.0121224,6.0287063,15972.489999999998
2024-07-11T18:00:00+02:00,6.0360948,6.0662055,6.0069317,6.0352288,11631.11
2024-07-11T22:00:00+02:00,6.0351342,6.0509746,5.9227606,5.945634,4307.25
2024-07-12T02:00:00+02:00,5.9465395,6.0028476,5.8725256,5.9583612,12871.619999999999
2024-07-12T06:00:00+02:00,5.9482245,5.9797157,5.9282316,5.9472004,1341.83
2024-07-12T10:00:00+02:00,5.9515091,5.9760993,5.927368,5.9707682,7271.49
2024-07-12T14:00:00+02:00,5.9672485,6.0522089,5.9579288,6.0448845,3842.7599999999998
2024-07-12T18:00:00+02:00,6.0377707,6.1082702,6.0230059,6.0589057,10747.19
2024-07-12T22:00:00+02:00,6.0636415,6.1591134,6.0246584,6.1591134,6214.780000000001
2024-07-13T02:00:00+02:00,6.1540001,6.1685943,6.130371,6.1607143,17051.13
2024-07-13T06:00:00+02:00,6.1574914,6.2477866,6.1453979,6.2451553,4369.62
2024-07-13T10:00:00+02:00,6.2439855,6.2614687,6.2058459,6.2271879,10378.960000000001
2024-07-13T14:00:00+02:00,6.2143493,6.2297463,6.1794283,6.2118949,3291.0099999999998
2024-07-13T18:00:00+02:00,6.208469,6.2512763,6.1927874,6.2512763,6182.7300000000005
2024-07-13T22:00:00+02:00,6.2595043,6.2699458,6.1867077,6.2157803,6490.45
2024-07-14T02:00:00+02:00,6.2141244,6.2362818,6.1640374,6.172533,4218.08
2024-07-14T06:00:00+02:00,6.1772335,6.2246298,6.1755975,6.1755975,5551.89
2024-07-14T10:00:00+02:00,6.1798472,6.2097255,6.1595034,6.1595034,19509.11
2024-07-14T14:00:00+02:00,6.1605642,6.1661233,6.10383,6.1661233,6048.86
2024-07-14T18:00:00+02:00,6.1626659,6.1703178,6.1410987,6.1476179,3575.16
2024-07-14T22:00:00+02:00,6.1472971,6.2734708,6.1472971,6.2306294,8303.220000000001
2024-07-15T02:00:00+02:00,6.2355496,6.3469804,6.2265788,6.3222435,6722.16
2024-07-15T06:00:00+02:00,6.3172867,6.3416877,6.262658,6.3280841,9265.990000000002
2024-07-15T10:00:00+02:00,6.3263175,6.3388706,6.2658886,6.3019253,9306.460000000001
2024-07-15T14:00:00+02:00,6.3025674,6.3672193,6.2831598,6.2956351,9713.990000000002
2024-07-15T18:00:00+02:00,6.2964808,6.3868452,6.2734253,6.3651263,7040.57
2024-07-15T22:00:00+02:00,6.3647622,6.5237581,6.361379,6.505415,13404.099999999999
2024-07-16T02:00:00+02:00,6.5081659,6.6154715,6.4783519,6.6108791,10257.019999999999
2024-07-16T06:00:00+02:00,6.6178063,6.624307,6.3239399,6.3310608,21568.299999999996
2024-07-16T10:00:00+02:00,6.3449247,6.3737764,6.2611845,6.3533087,11624.779999999999
2024-07-16T14:00:00+02:00,6.3566769,6.5728566,6.312345,6.5662529,10707.39
2024-07-16T18:00:00+02:00,6.5746708,6.6403413,6.4931341,6.5298643,15093.54
2024-07-16T22:00:00+02:00,6.5230936,6.6501969,6.5230936,6.6139004,21321.74
2024-07-17T02:00:00+02:00,6.6126868,6.7604423,6.6068946,6.6944474,4206.459999999999
2024-07-17T06:00:00+02:00,6.6964996,6.7901953,6.6944886,6.7734434,11014.58
2024-07-17T10:00:00+02:00,6.7675716,6.8004992,6.6015573,6.6249073,17375.65
2024-07-17T14:00:00+02:00,6.6233092,6.6514577,6.5680133,6.5837875,9122.949999999999
2024-07-17T18:00:00+02:00,6.5830115,6.6004408,6.4918724,6.5814255,6353.369999999999
2024-07-17T22:00:00+02:00,6.5630196,6.5920455,6.4862949,6.4862949,3006.49
2024-07-18T02:00:00+02:00,6.4921905,6.5838342,6.4921905,6.5508752,4209.29
2024-07-18T06:00:00+02:00,6.5501843,6.5603973,6.4716967,6.4925093,2238.79
2024-07-18T10:00:00+02:00,6.4974021,6.4974021,6.424115,6.4662962,14324.370000000003
2024-07-18T14:00:00+02:00,6.4649113,6.507176,6.3176384,6.3210778,18157.64
2024-07-18T18:00:00+02:00,6.3211285,6.3310263,6.2439071,6.2775544,4835.41
