time,open,high,low,close,Volume
2019-05-16T02:00:00+02:00,0.00328854,0.0035174,0.00328854,0.00334521,NaN
2019-05-16T10:00:00+02:00,0.00334521,0.00334521,0.00312371,0.00323568,NaN
2019-05-16T18:00:00+02:00,0.00323568,0.0032658,0.00317569,0.00317569,NaN
2019-05-17T02:00:00+02:00,0.00317569,0.00317569,0.00291915,0.00294665,NaN
2019-05-17T10:00:00+02:00,0.00294665,0.00294897,0.00285145,0.00288273,NaN
2019-05-17T18:00:00+02:00,0.00288273,0.0029525,0.00286209,0.00294912,NaN
2019-05-18T02:00:00+02:00,0.00294912,0.00304703,0.0029488,0.00301847,NaN
2019-05-18T10:00:00+02:00,0.00301847,0.00302365,0.00297114,0.00302365,NaN
2019-05-18T18:00:00+02:00,0.00302365,0.00303132,0.0029919,0.00301139,NaN
2019-05-19T02:00:00+02:00,0.00301139,0.00317345,0.00300543,0.00314957,NaN
2019-05-19T10:00:00+02:00,0.00314957,0.00317411,0.00311211,0.0031326,NaN
2019-05-19T18:00:00+02:00,0.0031326,0.00318948,0.00311169,0.00318285,NaN
2019-05-20T02:00:00+02:00,0.00318285,0.00318285,0.00309657,0.00309923,NaN
2019-05-20T10:00:00+02:00,0.00309923,0.00309923,0.00299491,0.00299773,NaN
2019-05-20T18:00:00+02:00,0.00299773,0.00307908,0.00299773,0.00305174,NaN
2019-05-21T02:00:00+02:00,0.00305174,0.00305797,0.00299853,0.00304595,NaN
2019-05-21T10:00:00+02:00,0.00304595,0.00309841,0.00304595,0.00308033,NaN
2019-05-21T18:00:00+02:00,0.00308033,0.00311048,0.00307312,0.00308923,NaN
2019-05-22T02:00:00+02:00,0.00308923,0.00309055,0.00301956,0.00302444,NaN
2019-05-22T10:00:00+02:00,0.00302444,0.00302633,0.00297775,0.00300813,NaN
2019-05-22T18:00:00+02:00,0.00300813,0.00302211,0.00295333,0.00295333,NaN
2019-05-23T02:00:00+02:00,0.00295333,0.00295333,0.00290365,0.00291232,NaN
2019-05-23T10:00:00+02:00,0.00291232,0.00293112,0.00285052,0.00293112,NaN
2019-05-23T18:00:00+02:00,0.00293112,0.00296957,0.00290387,0.00296921,NaN
2019-05-24T02:00:00+02:00,0.00296921,0.00297084,0.00293658,0.00297084,NaN
2019-05-24T10:00:00+02:00,0.00297084,0.00300533,0.00297071,0.00300142,NaN
2019-05-24T18:00:00+02:00,0.00300142,0.0030194,0.0029894,0.00300171,NaN
2019-05-25T02:00:00+02:00,0.00300171,0.00300943,0.00297151,0.00298293,NaN
2019-05-25T10:00:00+02:00,0.00298293,0.00300103,0.0029713,0.00298453,NaN
2019-05-25T18:00:00+02:00,0.00298453,0.00300609,0.00296398,0.00299,NaN
2019-05-26T02:00:00+02:00,0.00299,0.00299229,0.00295922,0.00297315,NaN
2019-05-26T10:00:00+02:00,0.00297315,0.00297762,0.00295304,0.00295996,NaN
2019-05-26T18:00:00+02:00,0.00295996,0.00310427,0.00295996,0.00310025,NaN
2019-05-27T02:00:00+02:00,0.00310025,0.0031342,0.00309498,0.00312296,NaN
2019-05-27T10:00:00+02:00,0.00312296,0.00316222,0.0031095,0.00316222,NaN
2019-05-27T18:00:00+02:00,0.00316222,0.00320147,0.00312364,0.00313527,NaN
2019-05-28T02:00:00+02:00,0.00313527,0.00316523,0.00311951,0.00314303,NaN
2019-05-28T10:00:00+02:00,0.00314303,0.00314303,0.00311714,0.003127,NaN
2019-05-28T18:00:00+02:00,0.003127,0.00314678,0.00312309,0.00314678,NaN
2019-05-29T02:00:00+02:00,0.00314678,0.00314824,0.00309083,0.00310238,NaN
2019-05-29T10:00:00+02:00,0.00310238,0.00312031,0.00309219,0.00311869,NaN
2019-05-29T18:00:00+02:00,0.00311869,0.00314137,0.00311244,0.00314133,NaN
2019-05-30T02:00:00+02:00,0.00314133,0.0032251,0.00311249,0.0032251,NaN
2019-05-30T10:00:00+02:00,0.0032251,0.00354984,0.00321575,0.00354984,NaN
2019-05-30T18:00:00+02:00,0.00354984,0.00359959,0.00322466,0.00325157,NaN
2019-05-31T02:00:00+02:00,0.00325157,0.0032616,0.00320113,0.00323019,NaN
2019-05-31T10:00:00+02:00,0.00323019,0.00340178,0.00323019,0.00330616,NaN
2019-05-31T18:00:00+02:00,0.00330616,0.00343664,0.00330354,0.00343154,NaN
2019-06-01T02:00:00+02:00,0.00343154,0.00345826,0.00338613,0.00345764,NaN
2019-06-01T10:00:00+02:00,0.00345764,0.00351988,0.00340238,0.003403,NaN
2019-06-01T18:00:00+02:00,0.003403,0.00346112,0.003403,0.00344013,NaN
2019-06-02T02:00:00+02:00,0.00344013,0.00344466,0.00337607,0.00339426,NaN
2019-06-02T10:00:00+02:00,0.00339426,0.00344594,0.00339426,0.00340858,NaN
2019-06-02T18:00:00+02:00,0.00340858,0.00341712,0.0033823,0.00339318,NaN
2019-06-03T02:00:00+02:00,0.00339318,0.00340259,0.00331089,0.00331089,NaN
2019-06-03T10:00:00+02:00,0.00331089,0.00335893,0.00327788,0.00328587,NaN
2019-06-03T18:00:00+02:00,0.00328587,0.00330255,0.00323839,0.00323839,NaN
2019-06-04T02:00:00+02:00,0.00323839,0.00323839,0.00308779,0.00310555,NaN
2019-06-04T10:00:00+02:00,0.00310555,0.00313733,0.00309808,0.00313733,NaN
2019-06-04T18:00:00+02:00,0.00313733,0.00313733,0.00302722,0.00304327,NaN
2019-06-05T02:00:00+02:00,0.00304327,0.00306546,0.00301419,0.00304582,NaN
2019-06-05T10:00:00+02:00,0.00304582,0.00307791,0.0030352,0.0030368,NaN
2019-06-05T18:00:00+02:00,0.0030368,0.00308967,0.00302456,0.00307013,NaN
2019-06-06T02:00:00+02:00,0.00307013,0.00308503,0.00302615,0.00302615,NaN
2019-06-06T10:00:00+02:00,0.00302615,0.00308756,0.003012,0.00301715,NaN
2019-06-06T18:00:00+02:00,0.00301715,0.00308162,0.00301715,0.00308162,NaN
2019-06-07T02:00:00+02:00,0.00308162,0.0031108,0.00307246,0.00310473,NaN
2019-06-07T10:00:00+02:00,0.00310473,0.00310975,0.00308465,0.00309173,NaN
2019-06-07T18:00:00+02:00,0.00309173,0.0031708,0.00306831,0.00312182,NaN
2019-06-08T02:00:00+02:00,0.00312182,0.00313428,0.00309247,0.00309247,NaN
2019-06-08T10:00:00+02:00,0.00309247,0.00310708,0.0030559,0.00307554,NaN
2019-06-08T18:00:00+02:00,0.00307554,0.00311202,0.00304167,0.00308843,NaN
2019-06-09T02:00:00+02:00,0.00308843,0.00308843,0.00305615,0.00307365,NaN
2019-06-09T10:00:00+02:00,0.00307365,0.00308966,0.0030287,0.00305686,NaN
2019-06-09T18:00:00+02:00,0.00305686,0.00305686,0.00298867,0.00301493,NaN
2019-06-10T02:00:00+02:00,0.00301493,0.00303049,0.00300497,0.00302455,NaN
2019-06-10T10:00:00+02:00,0.00302455,0.00308938,0.00301212,0.00307104,NaN
2019-06-10T18:00:00+02:00,0.00307104,0.00308957,0.00306498,0.00308895,NaN
2019-06-11T02:00:00+02:00,0.00308895,0.00309994,0.00307836,0.00308274,NaN
2019-06-11T10:00:00+02:00,0.00308274,0.00308274,0.00300879,0.00300879,NaN
2019-06-11T18:00:00+02:00,0.00300879,0.00307295,0.00300489,0.00304896,NaN
2019-06-12T02:00:00+02:00,0.00304896,0.00306505,0.0030335,0.00304956,NaN
2019-06-12T10:00:00+02:00,0.00304956,0.00308333,0.00302617,0.00308333,NaN
2019-06-12T18:00:00+02:00,0.00308333,0.00308501,0.00305052,0.00306966,NaN
2019-06-13T02:00:00+02:00,0.00306966,0.00308086,0.003054,0.00306711,NaN
2019-06-13T10:00:00+02:00,0.00306711,0.00306711,0.00303488,0.00305286,NaN
2019-06-13T18:00:00+02:00,0.00305286,0.00311002,0.00305286,0.00308225,NaN
2019-06-14T02:00:00+02:00,0.00308225,0.00309175,0.00305572,0.00306356,NaN
2019-06-14T10:00:00+02:00,0.00306356,0.00308703,0.00304075,0.00308313,NaN
2019-06-14T18:00:00+02:00,0.00308313,0.00314223,0.00306619,0.003131,NaN
2019-06-15T02:00:00+02:00,0.003131,0.00313339,0.00310376,0.00311938,NaN
2019-06-15T10:00:00+02:00,0.00311938,0.00319274,0.00311383,0.00315488,NaN
2019-06-15T18:00:00+02:00,0.00315488,0.00317093,0.00314386,0.00315685,NaN
2019-06-16T02:00:00+02:00,0.00315685,0.00325639,0.00314798,0.00325118,NaN
2019-06-16T10:00:00+02:00,0.00325118,0.00326178,0.00320414,0.0032414,NaN
2019-06-16T18:00:00+02:00,0.0032414,0.0032414,0.00316328,0.00319087,NaN
2019-06-17T02:00:00+02:00,0.00319087,0.00321812,0.00317427,0.00319325,NaN
2019-06-17T10:00:00+02:00,0.00319325,0.00321564,0.00318055,0.00318055,NaN
2019-06-17T18:00:00+02:00,0.00318055,0.00321147,0.00315466,0.0032045,NaN
2019-06-18T02:00:00+02:00,0.0032045,0.0032045,0.00314909,0.00314909,NaN
2019-06-18T10:00:00+02:00,0.00314909,0.00316971,0.00313601,0.00314541,NaN
2019-06-18T18:00:00+02:00,0.00314541,0.0031471,0.00312028,0.00312663,NaN
2019-06-19T02:00:00+02:00,0.00312663,0.00313485,0.0031224,0.00313073,NaN
2019-06-19T10:00:00+02:00,0.00313073,0.00313958,0.00310856,0.0031183,NaN
2019-06-19T18:00:00+02:00,0.0031183,0.00314419,0.0031183,0.00314419,NaN
2019-06-20T02:00:00+02:00,0.00314419,0.00319767,0.00311778,0.00315568,NaN
2019-06-20T10:00:00+02:00,0.00315568,0.00318004,0.00313203,0.00315727,NaN
2019-06-20T18:00:00+02:00,0.00315727,0.00318093,0.00312404,0.00317097,NaN
2019-06-21T02:00:00+02:00,0.00317097,0.00320156,0.00315439,0.00315667,NaN
2019-06-21T10:00:00+02:00,0.00315667,0.00323053,0.00315463,0.00318288,NaN
2019-06-21T18:00:00+02:00,0.00318288,0.0032379,0.00318288,0.00321295,NaN
2019-06-22T02:00:00+02:00,0.00321295,0.00334124,0.00321295,0.00326993,NaN
2019-06-22T10:00:00+02:00,0.00326993,0.00330287,0.00322845,0.00326697,NaN
2019-06-22T18:00:00+02:00,0.00326697,0.00330299,0.00322851,0.00326663,NaN
2019-06-23T02:00:00+02:00,0.00326663,0.00331762,0.00326598,0.00329358,NaN
2019-06-23T10:00:00+02:00,0.00329358,0.00337023,0.003262,0.00331279,NaN
2019-06-23T18:00:00+02:00,0.00331279,0.00336917,0.00330122,0.00330122,NaN
2019-06-24T02:00:00+02:00,0.00330122,0.00334379,0.00325848,0.00329372,NaN
2019-06-24T10:00:00+02:00,0.00329372,0.00336194,0.00329372,0.0033513,NaN
